Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Calories_Burned (kcal),Gender_Male,Workout_Type_HIIT,Workout_Type_Mixed,Workout_Type_Strength,Workout_Type_Yoga,Cluster
50,84.8,1.68,171.0,134.0,66.0,1.07,26.0,2.6,6,2,30.1,411.3,False,False,False,False,False,2
40,67.8,1.7,171.0,135.0,69.0,1.3,15.3,3.9,6,3,23.4,399.2,False,False,False,False,False,1
30,49.6,1.5,192.0,163.0,78.0,0.39,20.3,4.1,3,0,22.0,115.4,True,False,True,False,False,0
31,75.6,1.6,198.0,179.0,72.0,0.78,19.0,2.7,4,1,29.4,475.7,True,True,False,False,False,0
31,86.4,1.72,195.0,176.0,68.0,1.14,26.8,3.9,4,1,29.3,719.45,False,True,False,False,False,0
33,69.3,1.79,192.0,153.0,63.0,0.66,19.1,3.2,4,1,21.5,191.5,False,False,False,True,False,0
55,55.3,1.62,159.0,121.0,74.0,0.61,30.4,3.6,3,0,20.9,56.0,False,False,False,False,True,2
56,87.2,1.68,161.0,122.0,73.0,1.19,15.0,4.2,6,2,31.1,173.3,True,False,False,False,True,1
43,54.5,1.52,173.0,139.0,61.0,1.48,14.3,3.7,7,3,23.6,337.0,False,False,False,True,False,1
43,80.1,1.83,177.0,146.0,73.0,0.64,18.1,3.2,2,0,24.0,215.9,False,False,False,True,False,2
18,73.8,1.79,205.0,160.0,55.0,0.83,15.5,2.8,7,3,23.0,257.3,False,False,False,True,False,1
49,89.2,1.75,173.0,135.0,63.0,1.33,11.3,3.8,6,3,29.3,543.6,True,False,False,False,False,1
32,96.5,1.72,183.0,148.0,64.0,0.82,19.8,3.5,4,1,32.6,335.1,False,False,False,True,False,0
38,81.8,1.84,181.0,145.0,77.0,0.6,23.6,2.9,3,0,24.3,224.6,True,False,False,False,False,2
35,86.1,1.6,190.0,149.0,73.0,0.52,23.7,2.7,2,0,33.7,203.6,False,False,False,False,False,0
47,55.0,1.59,176.0,149.0,69.0,0.64,26.8,3.9,5,1,21.8,210.5,False,False,True,False,False,2
30,73.0,1.79,192.0,139.0,73.0,0.69,22.2,3.1,3,1,22.9,83.8,True,False,False,False,True,0
41,84.5,1.78,175.0,157.0,60.0,0.82,15.4,3.3,5,2,26.7,555.2,False,True,False,False,False,1
47,50.5,1.56,174.0,136.0,65.0,1.03,17.0,3.2,6,2,20.7,237.2,False,False,False,False,False,1
19,70.5,1.63,195.0,132.0,55.0,1.37,11.3,4.4,7,3,26.6,159.4,False,False,False,False,True,1
36,75.0,1.85,180.0,128.0,64.0,1.04,10.6,4.3,4,2,21.9,129.1,True,False,False,False,True,1
42,53.3,1.72,171.0,122.0,62.0,0.91,8.0,3.9,7,3,18.0,80.1,True,False,False,False,True,1
31,55.7,1.76,198.0,161.0,74.0,0.87,18.3,3.0,5,1,18.0,204.0,True,False,False,True,False,0
23,55.5,1.56,205.0,161.0,81.0,0.46,27.2,2.1,3,0,22.7,115.3,False,False,False,False,False,0
29,78.2,1.75,186.0,154.0,78.0,0.25,27.6,2.6,2,0,25.7,82.5,True,False,False,True,False,0
37,43.9,1.54,179.0,147.0,73.0,0.65,35.1,3.4,3,0,18.6,119.5,False,False,False,True,False,2
40,54.3,1.48,178.0,149.0,61.0,0.69,20.0,3.9,5,1,24.7,225.4,False,False,True,False,False,1
47,76.0,1.75,179.0,149.0,80.0,0.54,32.4,3.3,2,0,24.7,171.6,False,False,False,True,False,2
47,77.6,1.82,176.0,129.0,72.0,0.59,29.3,3.8,2,0,23.3,75.3,False,False,False,False,True,2
55,55.6,1.65,172.0,154.0,55.0,1.05,12.7,3.4,5,3,20.3,469.3,False,True,False,False,False,1
47,65.9,1.63,181.0,148.0,69.0,1.41,18.8,4.2,6,3,25.0,393.2,False,False,False,True,False,1
58,80.3,1.85,164.0,124.0,75.0,0.3,27.8,3.7,2,0,23.4,39.8,False,False,False,False,True,2
47,77.0,1.66,174.0,145.0,77.0,0.36,33.3,2.8,3,0,27.9,116.6,False,False,False,True,False,2
53,52.7,1.67,174.0,143.0,71.0,0.86,17.5,3.6,3,1,18.8,190.1,True,False,False,True,False,2
51,83.6,1.85,174.0,145.0,75.0,0.74,18.0,3.7,3,0,24.5,262.5,True,False,False,True,False,2
33,51.2,1.64,192.0,154.0,63.0,0.81,18.8,3.6,6,2,18.9,175.5,False,False,False,True,False,1
41,60.1,1.61,181.0,163.0,62.0,0.89,12.8,3.9,4,2,23.1,431.3,True,True,False,False,False,1
31,60.9,1.76,194.0,178.0,85.0,0.59,22.7,3.7,2,0,19.6,291.2,True,True,False,False,False,0
43,52.6,1.61,175.0,147.0,63.0,0.84,21.9,4.5,3,1,20.3,265.1,True,False,True,False,False,2
25,66.5,1.67,192.0,156.0,73.0,0.74,26.7,3.2,3,0,24.0,205.9,False,False,False,True,False,0
31,52.1,1.55,187.0,128.0,56.0,1.03,8.0,3.8,6,3,21.7,88.5,True,False,False,False,True,1
48,86.2,1.7,183.0,145.0,73.0,0.89,18.7,2.5,5,1,29.9,351.5,False,False,False,False,False,2
19,81.7,1.69,196.0,161.0,58.0,1.27,23.0,5.1,7,3,28.7,619.5,True,False,True,False,False,1
21,85.9,1.78,204.0,145.0,73.0,0.54,23.4,3.9,3,0,27.2,76.5,True,False,False,False,True,0
18,84.6,1.77,205.0,173.0,78.0,0.51,29.5,3.5,2,0,27.1,258.2,True,False,True,False,False,0
37,73.8,1.74,185.0,148.0,80.0,0.89,24.8,3.0,5,1,24.5,297.8,False,False,False,False,False,0
31,86.4,1.72,187.0,141.0,56.0,1.34,30.8,3.3,7,3,29.2,525.9,False,False,False,False,False,1
57,63.9,1.67,166.0,130.0,62.0,0.99,21.9,3.1,3,1,22.8,289.5,False,False,False,False,False,2
42,98.4,1.74,176.0,126.0,65.0,1.3,15.1,4.5,6,2,32.5,210.9,False,False,False,False,True,1
42,49.8,1.57,173.0,150.0,79.0,0.54,27.8,4.2,2,0,20.2,162.5,False,False,True,False,False,2
20,41.0,1.45,205.0,159.0,74.0,0.76,31.3,2.8,3,0,19.5,141.5,False,False,False,False,False,0
22,59.4,1.8,204.0,148.0,78.0,0.48,29.0,3.6,3,0,18.4,47.5,False,False,False,False,True,0
55,58.4,1.75,163.0,135.0,67.0,1.03,20.3,3.7,5,1,19.1,255.6,False,False,False,True,False,2
43,50.0,1.67,175.0,144.0,72.0,1.11,25.8,3.7,5,3,18.0,232.8,False,False,False,True,False,1
57,79.4,1.79,164.0,123.0,73.0,0.87,16.8,4.2,3,1,24.9,113.9,True,False,False,False,True,2
55,70.8,1.61,165.0,137.0,73.0,0.33,25.3,2.5,2,0,27.4,97.5,True,False,False,True,False,2
55,62.5,1.61,161.0,133.0,66.0,0.95,26.6,3.9,5,1,24.1,251.2,False,False,False,True,False,2
21,47.0,1.6,191.0,151.0,76.0,0.66,25.5,2.5,3,0,18.5,141.6,True,False,False,False,False,0
24,66.7,1.74,189.0,160.0,73.0,0.92,26.7,4.2,3,1,22.1,368.2,True,False,True,False,False,0
47,63.4,1.52,167.0,123.0,68.0,0.66,33.9,3.6,2,0,27.4,69.7,False,False,False,False,True,2
47,58.2,1.6,168.0,132.0,65.0,1.08,20.2,3.4,4,2,22.6,286.2,False,False,False,False,False,1
36,60.8,1.71,185.0,168.0,69.0,1.31,16.6,3.9,6,2,20.8,645.8,True,True,False,False,False,1
56,43.8,1.56,160.0,138.0,72.0,0.65,15.1,3.7,4,1,18.0,170.8,False,False,True,False,False,2
52,58.1,1.61,164.0,151.0,78.0,0.66,26.8,3.0,2,0,22.3,309.2,True,True,False,False,False,2
57,45.1,1.46,157.0,131.0,82.0,0.49,28.8,2.7,2,0,21.2,101.1,False,False,False,False,False,2
50,71.7,1.74,164.0,138.0,59.0,0.65,29.7,4.3,2,0,23.7,280.5,True,False,True,False,False,2
50,67.3,1.61,164.0,141.0,71.0,0.47,31.9,4.1,3,1,25.9,190.5,False,False,True,False,False,2
31,56.4,1.57,189.0,145.0,63.0,0.68,22.2,2.3,3,0,22.9,174.7,True,False,False,False,False,0
55,59.5,1.55,170.0,143.0,60.0,1.0,9.3,4.5,6,3,24.7,359.2,True,False,True,False,False,1
27,69.5,1.64,201.0,140.0,66.0,1.17,17.4,4.6,7,3,25.9,133.7,True,False,False,False,True,1
45,44.2,1.52,175.0,130.0,74.0,0.25,21.2,3.1,2,0,19.1,18.4,True,False,False,False,True,2
31,104.9,1.87,194.0,147.0,60.0,0.97,16.1,2.7,7,2,31.5,488.5,False,False,False,False,False,1
53,44.2,1.45,163.0,140.0,69.0,0.92,20.4,3.9,4,2,21.0,245.7,True,False,True,False,False,2
55,69.7,1.63,168.0,134.0,71.0,0.92,28.9,3.3,5,1,26.1,291.5,False,False,False,False,False,2
33,55.6,1.69,183.0,156.0,76.0,0.65,30.5,4.0,3,0,19.5,216.2,True,False,True,False,False,0
38,62.8,1.6,184.0,159.0,85.0,0.29,32.0,3.5,2,0,24.4,108.9,False,False,True,False,False,0
45,71.2,1.7,171.0,143.0,57.0,1.39,15.2,4.7,5,2,24.6,597.3,True,False,True,False,False,1
50,78.4,1.6,166.0,143.0,72.0,0.61,32.5,3.5,2,0,30.6,289.0,False,False,True,False,False,2
23,77.5,1.83,197.0,141.0,72.0,1.06,18.1,3.7,5,1,23.1,136.0,True,False,False,False,True,1
58,71.8,1.57,170.0,144.0,66.0,1.26,17.3,5.199999999999999,5,3,29.2,542.8,True,False,True,False,False,1
32,52.9,1.45,192.0,161.0,65.0,0.95,30.5,4.1,4,1,25.2,303.9,False,False,True,False,False,0
20,75.5,1.55,196.0,162.0,58.0,1.23,9.0,5.199999999999999,7,3,31.4,559.9,True,False,True,False,False,1
52,53.2,1.72,163.0,135.0,70.0,0.7,18.1,3.6,4,1,18.0,156.2,True,False,False,True,False,2
31,72.2,1.67,185.0,135.0,74.0,0.65,18.8,3.9,3,0,25.9,77.4,True,False,False,False,True,2
19,55.5,1.76,204.0,141.0,63.0,0.68,16.7,3.9,6,3,18.0,62.6,True,False,False,False,True,1
46,71.1,1.73,175.0,140.0,75.0,0.83,28.9,2.7,3,0,23.8,268.5,False,False,False,False,False,2
21,73.4,1.62,202.0,140.0,63.0,1.29,13.6,4.8,5,3,28.1,157.4,True,False,False,False,True,1
43,79.2,1.63,174.0,141.0,64.0,0.69,31.7,3.4,4,1,29.8,229.5,False,False,False,True,False,2
29,72.6,1.64,193.0,133.0,61.0,0.95,10.5,3.6,7,3,27.0,112.9,False,False,False,False,True,1
19,79.7,1.87,202.0,164.0,75.0,0.6,30.4,3.3,3,0,22.8,201.1,False,False,False,True,False,0
34,80.1,1.75,192.0,141.0,79.0,0.38,22.9,3.1,3,0,26.2,50.1,False,False,False,False,True,0
52,104.9,1.87,176.0,149.0,85.0,0.48,25.0,3.1,2,0,34.1,241.0,True,False,False,True,False,2
27,75.6,1.76,198.0,145.0,80.0,0.63,16.7,3.9,3,0,24.3,78.7,True,False,False,False,True,0
39,78.0,1.67,187.0,143.0,61.0,0.7,20.3,3.1,6,2,27.8,248.7,False,False,False,False,False,1
58,55.5,1.58,162.0,133.0,78.0,0.53,30.8,2.9,3,0,22.3,134.8,True,False,False,False,False,2
38,81.7,1.7,179.0,146.0,70.0,1.24,24.9,3.9,5,1,28.3,423.8,True,False,False,True,False,1
32,77.4,1.67,188.0,157.0,63.0,1.15,14.7,4.7,6,2,27.6,535.5,False,False,True,False,False,1
52,60.2,1.67,167.0,120.0,62.0,0.96,23.8,4.0,6,2,21.6,95.8,False,False,False,False,True,1
38,74.6,1.66,181.0,127.0,62.0,0.54,22.5,3.2,7,2,27.1,66.0,False,False,False,False,True,1
38,59.4,1.47,182.0,143.0,69.0,0.52,23.2,2.5,3,0,27.3,141.6,True,False,False,False,False,2
38,87.9,1.81,181.0,142.0,69.0,0.64,30.4,2.9,3,0,27.0,256.7,False,False,False,False,False,2
49,66.9,1.67,169.0,142.0,78.0,0.55,25.7,3.7,3,0,23.8,155.3,False,False,False,True,False,2
22,68.5,1.54,197.0,179.0,73.0,0.52,22.3,3.2,2,0,28.9,289.3,True,True,False,False,False,0
56,60.5,1.73,168.0,144.0,71.0,0.68,21.4,4.4,5,1,20.3,247.7,True,False,True,False,False,2
26,61.1,1.59,190.0,149.0,56.0,1.18,8.0,4.2,6,3,24.0,300.2,True,False,False,True,False,1
35,73.7,1.74,192.0,162.0,73.0,0.84,25.7,4.4,5,1,24.4,370.4,True,False,True,False,False,0
38,89.7,1.77,187.0,151.0,66.0,0.78,21.5,3.4,3,1,28.7,294.9,True,False,False,True,False,0
25,63.9,1.78,195.0,134.0,58.0,1.18,13.0,3.8,4,2,20.1,125.5,True,False,False,False,True,1
51,69.1,1.66,157.0,130.0,68.0,1.21,9.8,3.3,7,3,25.0,349.5,True,False,False,True,False,1
27,59.2,1.64,182.0,152.0,61.0,1.07,11.6,4.6,5,3,22.0,381.1,True,False,True,False,False,1
58,63.9,1.62,163.0,148.0,63.0,1.11,19.4,3.7,5,2,24.4,572.8,False,True,False,False,False,1
41,66.1,1.61,182.0,131.0,69.0,0.75,20.2,3.5,4,1,25.6,81.6,True,False,False,False,True,2
57,53.2,1.68,172.0,147.0,73.0,0.89,26.2,4.2,2,0,18.9,283.1,False,False,True,False,False,2
41,80.0,1.66,177.0,161.0,72.0,0.57,22.8,2.8,3,1,29.1,367.2,True,True,False,False,False,0
49,65.6,1.6,168.0,123.0,67.0,0.26,31.3,3.6,3,0,25.7,28.4,True,False,False,False,True,2
50,50.4,1.57,164.0,130.0,66.0,0.87,30.8,2.6,3,0,20.6,200.4,False,False,False,False,False,2
55,63.1,1.67,168.0,141.0,61.0,0.99,10.1,4.4,7,3,22.6,373.6,True,False,True,False,False,1
51,80.3,1.64,169.0,121.0,61.0,0.78,28.6,4.0,4,1,30.0,104.4,False,False,False,False,True,2
28,62.9,1.57,190.0,170.0,60.0,0.92,19.8,3.3,5,1,25.7,465.2,True,True,False,False,False,0
48,62.6,1.76,172.0,128.0,75.0,1.01,23.8,4.2,4,1,20.1,103.6,False,False,False,False,True,2
35,72.0,1.86,185.0,145.0,71.0,0.86,24.7,3.7,3,1,20.9,281.4,False,False,False,False,False,0
40,83.6,1.78,185.0,134.0,71.0,0.64,21.9,4.1,3,1,26.5,88.7,True,False,False,False,True,2
39,69.8,1.61,179.0,136.0,55.0,1.1,18.1,3.7,6,3,27.0,351.1,False,False,False,False,False,1
35,71.4,1.67,185.0,157.0,72.0,1.21,22.0,4.6,7,2,25.5,519.9,False,False,True,False,False,1
57,76.8,1.83,167.0,128.0,80.0,0.35,21.4,3.5,3,0,22.8,44.5,True,False,False,False,True,2
58,66.5,1.56,161.0,133.0,68.0,0.26,25.7,3.4,2,0,27.2,72.5,True,False,False,True,False,2
56,70.3,1.76,160.0,146.0,64.0,1.06,22.8,3.5,6,2,22.8,604.7,False,True,False,False,False,1
37,48.5,1.54,177.0,144.0,68.0,0.84,22.3,3.3,5,1,20.6,170.4,True,False,False,True,False,2
30,103.7,1.85,185.0,149.0,65.0,1.23,20.9,4.3,5,2,30.3,535.7,False,False,False,True,False,1
18,69.6,1.64,199.0,141.0,70.0,1.35,23.1,4.8,6,2,26.0,155.1,False,False,False,False,True,1
21,75.3,1.9,204.0,183.0,63.0,1.02,20.7,3.6,6,2,20.9,621.0,False,True,False,False,False,0
41,84.2,1.85,175.0,148.0,65.0,1.44,11.1,4.9,6,3,24.5,719.45,True,False,True,False,False,1
53,67.2,1.67,166.0,149.0,56.0,0.93,19.1,2.9,7,2,24.1,502.0,True,True,False,False,False,1
53,58.4,1.61,162.0,130.0,72.0,0.58,22.8,2.8,2,0,22.6,152.8,False,False,False,False,False,2
19,72.0,1.7,201.0,137.0,58.0,1.18,18.4,4.4,6,3,24.9,140.8,False,False,False,False,True,1
45,56.0,1.66,176.0,145.0,72.0,0.35,33.0,3.3,2,0,20.3,82.5,False,False,False,True,False,2
43,73.9,1.64,179.0,149.0,60.0,1.48,8.0,4.8,6,3,27.5,654.4,True,False,True,False,False,1
40,55.0,1.51,189.0,133.0,66.0,1.09,15.5,4.6,6,2,24.0,98.0,False,False,False,False,True,1
32,47.7,1.63,188.0,160.0,76.0,0.46,24.1,4.0,3,0,18.0,131.7,True,False,True,False,False,0
53,56.8,1.57,168.0,144.0,69.0,1.0,20.5,4.5,6,2,23.1,344.2,False,False,True,False,False,1
44,64.8,1.74,173.0,138.0,74.0,0.76,20.5,3.0,4,1,21.5,222.9,False,False,False,False,False,2
23,57.0,1.78,205.0,182.0,55.0,0.97,9.1,2.9,7,3,18.0,444.7,False,True,False,False,False,1
52,71.9,1.75,172.0,127.0,71.0,0.8,26.5,4.2,3,1,23.4,95.7,False,False,False,False,True,2
56,82.7,1.71,168.0,144.0,72.0,0.7,26.6,4.2,2,0,28.1,347.3,True,False,True,False,False,2
55,59.9,1.59,170.0,157.0,79.0,1.11,23.4,3.5,2,0,23.6,541.4,True,True,False,False,False,2
52,77.6,1.7,172.0,143.0,76.0,1.03,23.4,3.7,5,1,26.8,334.7,True,False,False,True,False,2
53,74.4,1.76,173.0,138.0,74.0,0.8,24.4,3.2,4,1,24.0,269.3,True,False,False,False,False,2
27,58.3,1.62,192.0,154.0,85.0,0.89,26.0,3.1,3,0,22.2,234.2,True,False,False,False,False,0
47,60.3,1.69,184.0,168.0,74.0,0.25,26.8,2.9,4,1,21.1,122.4,False,True,False,False,False,0
58,52.3,1.67,154.0,130.0,75.0,0.64,15.4,3.5,4,1,18.9,139.8,True,False,False,True,False,2
55,94.4,1.85,164.0,148.0,61.0,0.78,20.3,3.4,6,2,27.7,590.8,True,True,False,False,False,1
46,83.9,1.77,183.0,145.0,75.0,0.41,23.5,2.9,2,0,26.9,156.1,True,False,False,False,False,2
56,69.4,1.74,163.0,141.0,73.0,0.84,21.3,4.1,4,1,22.9,352.4,True,False,True,False,False,2
21,41.0,1.51,202.0,163.0,71.0,0.67,14.6,3.2,4,1,18.0,115.8,False,False,False,True,False,0
22,74.6,1.7,196.0,163.0,65.0,0.75,28.3,4.2,4,1,25.9,334.8,False,False,True,False,False,0
21,56.5,1.66,201.0,166.0,60.0,1.03,17.4,4.6,4,2,20.4,350.0,False,False,True,False,False,1
53,68.0,1.66,165.0,116.0,56.0,1.2,14.2,4.6,5,2,24.6,134.8,True,False,False,False,True,1
33,41.8,1.52,193.0,163.0,72.0,1.14,30.2,4.7,3,1,18.0,286.7,False,False,True,False,False,0
42,60.2,1.57,179.0,139.0,65.0,0.84,26.6,3.2,5,1,24.4,229.8,False,False,False,False,False,2
31,65.7,1.67,180.0,145.0,78.0,0.5,21.4,2.3,2,0,23.5,151.0,True,False,False,False,False,0
28,57.8,1.79,188.0,155.0,79.0,0.42,30.9,3.6,3,0,18.0,101.6,True,False,False,True,False,0
46,80.1,1.62,169.0,127.0,76.0,0.6,25.7,3.3,2,0,30.5,79.1,True,False,False,False,True,2
51,61.0,1.64,176.0,160.0,72.0,0.59,23.5,2.8,5,1,22.7,289.3,False,True,False,False,False,2
39,79.3,1.86,175.0,150.0,75.0,0.67,23.9,3.8,4,1,23.0,318.8,True,False,True,False,False,2
31,71.2,1.65,188.0,158.0,71.0,0.9,23.2,4.4,5,2,26.1,381.2,False,False,True,False,False,1
41,66.1,1.67,190.0,129.0,55.0,1.27,8.3,3.7,7,3,23.8,138.0,False,False,False,False,True,1
56,70.9,1.67,170.0,141.0,74.0,0.47,13.3,3.4,4,1,25.5,139.5,False,False,False,True,False,2
43,46.4,1.55,173.0,144.0,77.0,0.45,26.4,3.6,2,0,19.4,87.4,False,False,False,True,False,2
53,70.7,1.74,163.0,124.0,76.0,0.57,31.0,3.7,2,0,23.4,66.7,False,False,False,False,True,2
56,46.9,1.61,159.0,130.0,77.0,0.25,22.1,2.2,2,0,18.0,53.0,True,False,False,False,False,2
33,64.8,1.68,188.0,149.0,58.0,1.09,22.6,4.1,7,3,23.0,296.7,False,False,False,True,False,1
55,88.6,1.72,163.0,130.0,55.0,1.02,18.3,3.9,7,3,29.8,376.5,False,False,False,True,False,1
49,63.2,1.87,172.0,147.0,72.0,0.54,24.3,3.7,2,0,18.0,204.8,False,False,True,False,False,2
23,54.2,1.55,199.0,150.0,61.0,0.84,29.8,3.4,3,1,22.6,205.5,False,False,False,False,False,0
51,56.2,1.77,169.0,130.0,57.0,0.89,22.3,3.2,7,2,18.0,228.2,False,False,False,False,False,1
25,75.0,1.77,196.0,144.0,80.0,0.63,25.1,3.9,3,0,24.0,78.2,True,False,False,False,True,0
47,67.6,1.62,173.0,142.0,67.0,0.74,27.7,3.7,5,1,25.9,212.4,False,False,False,True,False,2
44,77.3,1.74,172.0,125.0,66.0,1.17,20.7,4.0,7,2,25.5,151.0,False,False,False,False,True,1
24,73.4,1.84,189.0,157.0,60.0,1.23,16.9,5.0,6,3,21.6,543.1,False,False,True,False,False,1
44,46.3,1.6,176.0,161.0,72.0,0.99,23.3,3.7,5,2,18.0,372.6,False,True,False,False,False,1
42,55.3,1.7,174.0,130.0,75.0,0.69,26.8,3.4,3,0,19.0,63.6,True,False,False,False,True,2
58,85.9,1.72,167.0,134.0,72.0,0.93,26.9,3.6,3,0,29.0,365.0,False,False,False,False,False,2
32,82.7,1.73,182.0,130.0,67.0,1.01,18.6,3.8,5,3,27.5,137.3,False,False,False,False,True,1
42,73.0,1.76,176.0,130.0,73.0,0.45,24.0,3.7,2,0,23.6,54.5,False,False,False,False,True,2
39,71.0,1.7,182.0,143.0,72.0,1.0,25.9,3.1,5,1,24.6,320.8,False,False,False,False,False,2
35,59.6,1.73,191.0,157.0,77.0,0.71,29.9,3.4,3,0,19.9,178.2,True,False,False,True,False,0
29,73.6,1.59,189.0,159.0,69.0,0.68,28.2,4.4,3,0,29.2,300.3,True,False,True,False,False,0
40,60.8,1.7,181.0,151.0,80.0,0.25,18.8,3.3,3,0,21.1,64.1,True,False,False,True,False,2
56,68.6,1.63,167.0,137.0,82.0,0.56,27.0,2.7,3,0,25.7,174.0,False,False,False,False,False,2
42,45.3,1.56,182.0,137.0,55.0,1.33,8.6,3.9,7,3,18.7,272.3,True,False,False,False,False,1
27,61.8,1.63,195.0,153.0,75.0,0.5,22.4,2.7,3,0,23.3,140.6,True,False,False,False,False,0
47,84.5,1.71,182.0,156.0,77.0,1.06,19.0,4.8,5,1,29.0,539.1,True,False,True,False,False,1
27,60.0,1.72,191.0,150.0,55.0,1.12,11.2,3.9,5,3,20.2,281.6,True,False,False,True,False,1
51,65.1,1.55,178.0,143.0,63.0,1.23,12.2,3.9,5,3,27.0,334.2,True,False,False,True,False,1
30,49.5,1.59,193.0,155.0,64.0,1.01,25.6,4.0,5,1,19.7,211.6,False,False,False,True,False,0
46,62.6,1.75,175.0,140.0,73.0,0.75,21.8,2.9,2,0,20.4,215.9,True,False,False,False,False,2
55,71.8,1.73,167.0,153.0,74.0,0.69,18.5,3.3,2,0,24.0,399.8,True,True,False,False,False,2
58,87.2,1.77,167.0,118.0,59.0,0.93,14.6,4.0,6,2,27.9,132.9,True,False,False,False,True,1
26,75.3,1.82,190.0,130.0,55.0,1.38,16.1,4.8,6,3,22.8,173.2,False,False,False,False,True,1
30,79.6,1.73,191.0,150.0,75.0,0.45,24.7,2.4,3,0,26.5,162.1,False,False,False,False,False,0
54,76.7,1.64,165.0,132.0,72.0,0.83,16.8,2.9,7,2,28.6,287.5,True,False,False,False,False,1
31,59.8,1.69,197.0,155.0,77.0,0.31,35.6,2.4,3,0,20.9,84.3,False,False,False,False,False,0
54,61.3,1.85,163.0,148.0,67.0,0.7,19.0,3.4,3,0,18.0,344.0,False,True,False,False,False,2
26,81.5,1.9,204.0,171.0,72.0,0.65,25.8,3.6,4,1,22.6,317.8,True,False,True,False,False,0
25,86.7,1.73,193.0,163.0,75.0,0.36,28.6,3.5,3,0,29.1,186.2,False,False,True,False,False,0
56,62.4,1.73,157.0,124.0,62.0,0.79,18.4,3.2,5,2,20.7,225.2,True,False,False,False,False,2
57,86.2,1.75,159.0,127.0,68.0,1.13,18.4,3.4,5,1,28.1,442.1,True,False,False,False,False,2
20,65.0,1.68,196.0,178.0,77.0,0.51,25.5,2.8,2,0,22.9,267.3,True,True,False,False,False,0
57,100.1,1.8,171.0,155.0,62.0,1.13,24.2,3.4,3,1,31.0,719.45,False,True,False,False,False,2
50,104.6,1.78,163.0,122.0,72.0,0.56,21.2,3.3,2,0,33.0,96.6,True,False,False,False,True,2
49,82.8,1.72,173.0,156.0,59.0,1.29,17.1,3.6,6,2,28.1,719.45,True,True,False,False,False,1
24,48.9,1.65,203.0,155.0,66.0,0.88,24.1,2.9,4,1,18.0,195.7,False,False,False,False,False,0
36,42.0,1.53,198.0,164.0,62.0,1.27,14.0,3.8,7,3,18.0,320.0,True,False,True,False,False,1
51,74.5,1.75,168.0,140.0,75.0,0.64,23.5,3.8,2,0,24.2,199.9,False,False,False,True,False,2
31,80.0,1.7,190.0,171.0,68.0,1.31,26.2,3.5,4,2,27.6,719.45,False,True,False,False,False,0
36,67.1,1.61,178.0,144.0,64.0,0.58,20.1,3.8,3,0,26.0,163.9,True,False,False,True,False,2
43,51.8,1.57,175.0,138.0,69.0,0.81,30.4,3.0,3,1,21.1,191.2,False,False,False,False,False,2
34,55.1,1.75,197.0,142.0,74.0,0.46,19.9,3.6,2,0,18.1,42.0,True,False,False,False,True,0
45,64.0,1.52,179.0,138.0,62.0,0.49,31.1,2.7,5,1,27.7,142.6,False,False,False,False,False,2
36,91.9,1.71,190.0,172.0,67.0,0.64,22.8,2.9,3,1,31.4,477.0,False,True,False,False,False,0
44,66.4,1.76,179.0,132.0,75.0,0.49,32.0,3.7,2,0,21.3,53.5,False,False,False,False,True,2
36,82.2,1.73,189.0,134.0,67.0,0.74,20.8,3.3,7,2,27.3,100.2,False,False,False,False,True,1
50,92.7,1.64,180.0,150.0,62.0,1.02,12.3,4.0,5,3,34.4,564.1,True,False,True,False,False,1
24,56.2,1.56,194.0,149.0,65.0,0.25,21.8,2.6,3,0,23.2,64.0,True,False,False,False,False,0
46,70.5,1.74,178.0,137.0,62.0,0.84,23.1,3.7,7,2,23.3,268.0,False,False,False,False,False,1
22,85.0,1.8,195.0,156.0,67.0,0.76,27.5,2.8,3,0,26.2,269.5,True,False,False,True,False,0
47,60.2,1.62,163.0,138.0,65.0,1.27,15.8,4.6,5,2,22.9,455.6,True,False,True,False,False,1
25,87.9,1.73,196.0,158.0,68.0,0.35,20.3,2.8,4,1,29.4,129.8,True,False,False,True,False,0
59,75.6,1.84,162.0,148.0,72.0,0.61,36.2,3.2,2,0,22.4,370.0,True,True,False,False,False,2
29,70.1,1.71,191.0,159.0,85.0,0.84,20.5,3.1,3,1,23.9,246.6,True,False,False,True,False,0
59,49.1,1.64,158.0,130.0,65.0,0.67,24.8,3.0,4,1,18.2,138.0,True,False,False,True,False,2
30,73.4,1.78,191.0,136.0,70.0,0.62,18.4,3.6,3,1,23.1,74.5,True,False,False,False,True,0
43,51.5,1.61,179.0,147.0,72.0,0.64,24.5,3.1,3,1,20.0,138.6,False,False,False,True,False,2
35,61.0,1.55,195.0,137.0,67.0,0.83,17.8,3.9,6,2,25.4,83.1,True,False,False,False,True,1
59,55.8,1.76,164.0,151.0,78.0,0.81,22.1,2.9,3,0,18.0,364.5,False,True,False,False,False,2
37,75.0,1.64,186.0,153.0,77.0,0.77,32.6,3.7,3,0,27.9,241.6,False,False,False,True,False,0
33,55.7,1.65,183.0,155.0,68.0,0.97,20.6,3.7,4,1,20.5,327.0,False,False,True,False,False,0
54,81.4,1.62,161.0,148.0,70.0,0.7,16.4,3.0,3,1,31.1,464.0,True,True,False,False,False,2
