Unnamed: 0,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),HR_Reserve_Ratio
12762,54,Male,71.5,1.68,167.0,153.0,75.0,0.58,HIIT,17.8,3.1,3,0,25.2,9.5,0.8478260869565217,8.054347826086957,334.0,0.8478260869565217
12763,21,Female,50.4,1.67,198.0,139.0,67.0,1.05,Yoga,17.7,4.1,7,3,18.0,3.0,0.549618320610687,1.6488549618320612,87.3,0.549618320610687
12764,19,Female,59.0,1.57,201.0,169.0,71.0,0.54,Mixed,25.2,3.9,3,0,24.0,8.0,0.7538461538461538,6.030769230769231,192.1,0.7538461538461538
12765,52,Male,50.3,1.53,164.0,129.0,63.0,0.65,Cardio,28.0,3.0,2,0,21.5,7.0,0.6534653465346535,4.574257425742575,149.6,0.6534653465346535
12766,20,Female,88.8,1.72,195.0,163.0,66.0,1.31,Mixed,13.1,4.9,7,3,30.1,8.0,0.751937984496124,6.015503875968992,699.8,0.751937984496124
12767,21,Female,58.0,1.7,201.0,165.0,59.0,1.57,Mixed,25.6,5.199999999999999,5,2,20.1,8.0,0.7464788732394366,5.971830985915493,543.8,0.7464788732394366
12768,55,Male,77.0,1.77,166.0,132.0,69.0,1.02,Cardio,27.3,3.3,3,1,24.5,7.0,0.6494845360824743,4.546391752577319,357.1,0.6494845360824743
12769,29,Male,68.5,1.75,197.0,179.0,77.0,0.57,HIIT,23.6,2.9,3,0,22.3,9.5,0.85,8.075,315.3,0.85
12770,36,Female,55.7,1.6,184.0,166.0,63.0,0.69,HIIT,19.2,3.0,7,2,21.8,9.5,0.8512396694214877,8.086776859504132,310.8,0.8512396694214877
12771,27,Female,82.0,1.79,193.0,158.0,75.0,0.87,Strength,22.0,3.5,3,1,25.5,6.0,0.7033898305084746,4.220338983050848,301.1,0.7033898305084746
12772,18,Male,68.9,1.76,205.0,163.0,85.0,0.7,Cardio,27.1,2.8,3,0,22.3,7.0,0.65,4.55,219.4,0.65
12773,34,Female,96.1,1.75,191.0,153.0,66.0,0.73,Strength,29.5,3.1,4,1,31.4,6.0,0.696,4.176,293.0,0.696
12774,33,Male,65.0,1.9,186.0,134.0,71.0,1.01,Yoga,17.0,4.2,3,1,18.0,3.0,0.5478260869565217,1.643478260869565,107.9,0.5478260869565217
12775,26,Female,94.2,1.88,181.0,164.0,70.0,0.8,HIIT,19.3,3.1,5,1,26.5,9.5,0.8468468468468469,8.045045045045045,606.3,0.8468468468468469
12776,26,Female,72.4,1.75,189.0,134.0,67.0,0.91,Yoga,23.0,3.8,5,2,23.7,3.0,0.5491803278688525,1.6475409836065575,108.5,0.5491803278688525
12777,26,Male,71.8,1.74,199.0,165.0,62.0,1.38,Mixed,21.1,4.7,6,2,23.8,8.0,0.7518248175182481,6.014598540145985,596.0,0.7518248175182481
12778,29,Female,80.6,1.79,200.0,165.0,62.0,0.97,Mixed,19.3,4.3,6,2,25.2,8.0,0.7463768115942029,5.971014492753623,466.8,0.7463768115942029
12779,58,Male,73.6,1.62,169.0,131.0,62.0,1.14,Cardio,24.2,3.8,5,2,28.0,7.0,0.6448598130841121,4.5140186915887845,378.7,0.6448598130841121
12780,32,Female,66.0,1.62,186.0,143.0,63.0,0.86,Cardio,22.1,2.9,4,2,25.1,7.0,0.6504065040650406,4.5528455284552845,258.4,0.6504065040650406
12781,19,Female,85.5,1.75,199.0,179.0,63.0,0.87,HIIT,17.9,3.1,7,2,28.0,9.5,0.8529411764705882,8.102941176470589,602.7,0.8529411764705882
12782,28,Male,61.5,1.59,196.0,146.0,55.0,1.05,Cardio,12.7,3.4,5,3,24.2,7.0,0.6453900709219859,4.517730496453901,291.7,0.6453900709219859
12783,28,Female,60.1,1.74,195.0,176.0,70.0,1.1,HIIT,23.4,3.8,5,1,19.9,9.5,0.848,8.056,532.6,0.848
12784,25,Male,68.0,1.7,183.0,131.0,68.0,0.41,Yoga,19.4,3.5,5,1,23.6,3.0,0.5478260869565217,1.643478260869565,45.8,0.5478260869565217
12785,49,Male,72.7,1.59,171.0,133.0,61.0,1.53,Cardio,17.5,3.8,4,2,28.6,7.0,0.6545454545454545,4.581818181818182,509.6,0.6545454545454545
12786,23,Female,63.3,1.68,197.0,166.0,75.0,0.4,Mixed,19.7,3.5,2,0,22.4,8.0,0.7459016393442623,5.967213114754099,151.1,0.7459016393442623
12787,37,Male,64.5,1.81,177.0,160.0,65.0,0.73,HIIT,15.2,2.8,4,2,19.7,9.5,0.8482142857142857,8.058035714285714,379.4,0.8482142857142857
12788,56,Male,75.5,1.69,161.0,115.0,58.0,0.97,Yoga,13.8,4.4,7,3,26.5,3.0,0.5533980582524272,1.6601941747572817,121.6,0.5533980582524272
12789,52,Male,72.3,1.69,169.0,141.0,75.0,0.76,Strength,26.3,3.6,2,0,25.3,6.0,0.7021276595744681,4.212765957446809,231.5,0.7021276595744681
12790,25,Female,61.4,1.71,194.0,175.0,67.0,0.8,HIIT,22.3,3.0,3,1,20.9,9.5,0.8503937007874016,8.078740157480315,396.8,0.8503937007874016
12791,51,Male,68.7,1.73,174.0,148.0,69.0,0.49,Mixed,27.0,3.9,2,0,23.1,8.0,0.7523809523809524,6.019047619047619,202.6,0.7523809523809524
12792,36,Male,63.1,1.65,193.0,152.0,75.0,0.79,Cardio,18.1,2.9,5,2,23.3,7.0,0.652542372881356,4.567796610169491,227.7,0.652542372881356
12793,24,Female,70.7,1.72,201.0,141.0,68.0,0.86,Yoga,32.2,3.8,4,1,24.0,3.0,0.5488721804511278,1.6466165413533835,100.1,0.5488721804511278
12794,48,Male,66.0,1.58,174.0,142.0,66.0,0.89,Strength,21.1,3.8,4,2,26.6,6.0,0.7037037037037037,4.222222222222222,248.0,0.7037037037037037
12795,35,Male,57.3,1.6,184.0,150.0,85.0,0.28,Cardio,26.7,2.5,3,0,22.4,7.0,0.6565656565656566,4.595959595959596,73.7,0.6565656565656566
12796,57,Male,69.7,1.61,167.0,151.0,63.0,0.95,HIIT,17.8,3.6,7,2,26.8,9.5,0.8461538461538461,8.038461538461538,532.3,0.8461538461538461
12797,31,Female,65.2,1.73,186.0,159.0,77.0,0.43,Mixed,22.6,4.5,2,0,21.9,8.0,0.7522935779816514,6.018348623853211,168.7,0.7522935779816514
12798,56,Female,88.2,1.7,161.0,136.0,77.0,1.19,Strength,21.4,3.8,6,2,30.7,6.0,0.7023809523809523,4.2142857142857135,442.3,0.7023809523809523
12799,53,Female,85.4,1.67,161.0,131.0,62.0,0.75,Strength,27.1,3.4,5,1,30.8,6.0,0.696969696969697,4.181818181818182,267.8,0.696969696969697
12800,34,Female,62.9,1.75,178.0,141.0,72.0,1.07,Cardio,18.3,3.4,5,2,20.6,7.0,0.6509433962264151,4.556603773584905,306.7,0.6509433962264151
12801,54,Female,56.4,1.72,172.0,129.0,76.0,0.61,Yoga,25.5,4.1,3,0,19.1,3.0,0.5520833333333334,1.65625,57.0,0.5520833333333334
12802,26,Female,76.1,1.65,195.0,162.0,62.0,0.84,Mixed,20.4,4.3,6,2,27.9,8.0,0.7518796992481203,6.015037593984962,384.5,0.7518796992481203
12803,37,Male,62.2,1.58,186.0,131.0,65.0,1.03,Yoga,11.6,4.4,6,2,25.0,3.0,0.5454545454545454,1.6363636363636362,104.8,0.5454545454545454
12804,45,Female,66.9,1.6,174.0,127.0,68.0,0.52,Yoga,19.6,3.7,5,1,26.2,3.0,0.5566037735849056,1.669811320754717,58.1,0.5566037735849056
12805,37,Female,50.3,1.53,192.0,141.0,78.0,1.09,Yoga,21.1,4.2,5,1,21.4,3.0,0.5526315789473685,1.6578947368421053,90.9,0.5526315789473685
12806,58,Female,67.4,1.69,171.0,137.0,75.0,0.43,Cardio,15.0,2.6,3,0,23.5,7.0,0.6458333333333334,4.520833333333334,131.0,0.6458333333333334
12807,53,Female,57.5,1.59,167.0,120.0,63.0,1.48,Yoga,19.3,4.5,7,3,22.6,3.0,0.5480769230769231,1.6442307692307694,139.9,0.5480769230769231
12808,44,Male,67.0,1.63,176.0,142.0,62.0,1.24,Strength,13.5,4.2,6,2,25.2,6.0,0.7017543859649122,4.2105263157894735,349.8,0.7017543859649122
12809,25,Male,52.9,1.67,194.0,162.0,66.0,0.75,Mixed,14.7,4.5,7,2,19.0,8.0,0.75,6.0,238.0,0.75
12810,49,Female,75.2,1.78,165.0,133.0,58.0,1.17,Strength,12.7,4.0,7,3,23.6,6.0,0.7009345794392523,4.205607476635514,370.0,0.7009345794392523
12811,18,Male,59.6,1.77,200.0,180.0,68.0,0.59,HIIT,18.8,2.3,2,0,19.0,9.5,0.8484848484848485,8.06060606060606,283.4,0.8484848484848485
12812,34,Female,61.5,1.67,184.0,136.0,77.0,0.85,Yoga,24.9,3.4,3,1,21.9,3.0,0.5514018691588785,1.6542056074766354,86.5,0.5514018691588785
12813,26,Male,77.1,1.81,183.0,131.0,67.0,0.73,Yoga,12.1,4.3,5,2,23.6,3.0,0.5517241379310345,1.6551724137931034,93.2,0.5517241379310345
12814,37,Female,56.9,1.48,172.0,134.0,64.0,1.04,Cardio,9.9,3.4,7,3,26.0,7.0,0.6481481481481481,4.537037037037037,268.5,0.6481481481481481
12815,49,Female,92.0,1.87,171.0,134.0,66.0,1.07,Cardio,26.6,3.2,3,1,26.4,7.0,0.6476190476190476,4.533333333333333,446.3,0.6476190476190476
12816,19,Female,82.8,1.75,205.0,186.0,76.0,0.4,HIIT,23.3,2.8,4,1,27.0,9.5,0.8527131782945736,8.10077519379845,268.3,0.8527131782945736
12817,49,Female,51.6,1.69,167.0,145.0,77.0,0.45,Mixed,21.4,3.9,3,0,18.1,8.0,0.7555555555555555,6.044444444444444,140.4,0.7555555555555555
12818,26,Male,73.5,1.59,203.0,165.0,76.0,0.39,Strength,20.7,3.1,3,0,29.1,6.0,0.7007874015748031,4.2047244094488185,120.5,0.7007874015748031
12819,47,Female,57.3,1.64,172.0,147.0,75.0,0.79,Mixed,22.9,4.1,3,1,21.4,8.0,0.7422680412371134,5.938144329896907,268.8,0.7422680412371134
12820,37,Male,65.8,1.74,179.0,163.0,73.0,0.58,HIIT,23.9,3.4,2,0,21.7,9.5,0.8490566037735849,8.066037735849058,307.8,0.8490566037735849
12821,55,Male,76.2,1.74,158.0,139.0,81.0,0.8,Mixed,27.6,4.1,2,0,25.1,8.0,0.7532467532467533,6.025974025974026,367.3,0.7532467532467533
12822,18,Male,69.1,1.75,202.0,151.0,57.0,1.52,Cardio,8.4,3.8,5,3,22.7,7.0,0.6482758620689655,4.537931034482758,476.6,0.6482758620689655
12823,22,Female,65.7,1.61,188.0,150.0,60.0,1.21,Strength,17.7,4.0,7,3,25.4,6.0,0.703125,4.21875,335.4,0.703125
12824,52,Male,66.0,1.59,164.0,136.0,70.0,0.75,Strength,20.5,3.2,3,0,26.2,6.0,0.7021276595744681,4.212765957446809,208.5,0.7021276595744681
12825,53,Male,60.5,1.7,167.0,119.0,59.0,0.33,Yoga,15.3,3.2,7,2,20.9,3.0,0.5555555555555556,1.6666666666666667,33.3,0.5555555555555556
12826,18,Male,71.8,1.76,195.0,133.0,58.0,1.2,Yoga,14.1,4.3,6,3,23.3,3.0,0.5474452554744526,1.6423357664233578,141.5,0.5474452554744526
12827,31,Female,66.0,1.68,186.0,145.0,69.0,0.65,Cardio,28.5,3.0,4,1,23.4,7.0,0.6495726495726496,4.547008547008547,195.1,0.6495726495726496
12828,26,Male,93.0,1.83,194.0,142.0,78.0,0.47,Yoga,20.9,4.0,2,0,27.8,3.0,0.5517241379310345,1.6551724137931034,72.3,0.5517241379310345
12829,47,Female,62.7,1.68,167.0,124.0,72.0,0.32,Yoga,27.6,3.3,2,0,22.1,3.0,0.5473684210526316,1.642105263157895,32.9,0.5473684210526316
12830,41,Male,62.0,1.68,182.0,146.0,78.0,0.47,Cardio,26.4,2.4,3,0,22.0,7.0,0.6538461538461539,4.576923076923077,133.4,0.6538461538461539
12831,21,Male,60.8,1.75,204.0,169.0,63.0,1.02,Mixed,15.0,3.9,4,2,19.9,8.0,0.75177304964539,6.01418439716312,373.0,0.75177304964539
12832,31,Female,66.1,1.8,184.0,155.0,68.0,0.76,Mixed,17.3,4.4,5,1,20.4,8.0,0.75,6.0,301.4,0.75
12833,42,Female,44.4,1.55,177.0,161.0,68.0,0.84,HIIT,18.4,3.4,5,2,18.6,9.5,0.8532110091743119,8.105504587155963,302.3,0.8532110091743119
12834,21,Male,52.1,1.57,198.0,159.0,67.0,1.06,Strength,21.5,4.0,5,1,21.2,6.0,0.7022900763358778,4.213740458015267,232.7,0.7022900763358778
12835,42,Female,82.6,1.65,180.0,155.0,79.0,1.0,Mixed,22.2,4.8,3,1,30.4,8.0,0.7524752475247525,6.01980198019802,497.2,0.7524752475247525
12836,27,Male,96.6,1.9,192.0,151.0,77.0,0.72,Cardio,20.1,2.7,2,0,26.8,7.0,0.6434782608695652,4.504347826086956,313.3,0.6434782608695652
12837,52,Male,79.6,1.65,164.0,136.0,68.0,0.52,Strength,27.9,3.6,2,0,29.1,6.0,0.7083333333333334,4.25,175.9,0.7083333333333334
12838,24,Female,56.2,1.67,191.0,172.0,64.0,0.93,HIIT,16.4,3.4,7,2,20.2,9.5,0.8503937007874016,8.078740157480315,422.2,0.8503937007874016
12839,59,Female,54.6,1.74,165.0,134.0,62.0,0.68,Strength,18.5,2.6,7,2,18.0,6.0,0.6990291262135923,4.194174757281553,155.7,0.6990291262135923
12840,30,Female,79.8,1.78,187.0,133.0,67.0,0.7,Yoga,27.9,3.7,3,0,25.3,3.0,0.55,1.65,92.2,0.55
12841,21,Male,90.5,1.7,195.0,155.0,80.0,0.63,Cardio,23.9,2.8,3,0,31.4,7.0,0.6521739130434783,4.565217391304348,260.3,0.6521739130434783
12842,53,Male,71.2,1.8,172.0,157.0,70.0,1.05,HIIT,17.4,3.6,6,2,22.1,9.5,0.8529411764705882,8.102941176470589,605.8,0.8529411764705882
12843,31,Male,59.4,1.56,190.0,172.0,71.0,0.76,HIIT,25.8,3.9,3,0,24.4,9.5,0.8487394957983193,8.063025210084033,364.0,0.8487394957983193
12844,35,Female,46.3,1.6,180.0,164.0,74.0,0.95,HIIT,24.7,3.6,5,1,18.0,9.5,0.8490566037735849,8.066037735849058,354.8,0.8490566037735849
12845,25,Female,77.8,1.8,194.0,152.0,74.0,0.87,Cardio,19.7,3.2,4,1,24.1,7.0,0.65,4.55,308.0,0.65
12846,49,Female,66.4,1.68,166.0,151.0,65.0,0.73,HIIT,20.0,3.3,6,2,23.5,9.5,0.8514851485148515,8.089108910891088,392.1,0.8514851485148515
12847,44,Male,43.5,1.55,170.0,129.0,80.0,0.71,Yoga,14.4,3.8,2,0,18.0,3.0,0.5444444444444444,1.6333333333333333,50.4,0.5444444444444444
12848,59,Female,47.6,1.55,158.0,115.0,61.0,1.22,Yoga,12.0,3.7,7,3,19.9,3.0,0.5567010309278351,1.6701030927835052,97.0,0.5567010309278351
12849,54,Female,49.9,1.6,165.0,144.0,81.0,0.48,Mixed,31.5,3.6,2,0,19.5,8.0,0.75,6.0,143.7,0.75
12850,40,Male,50.8,1.68,177.0,161.0,69.0,0.75,HIIT,21.9,3.4,3,0,18.0,9.5,0.8518518518518519,8.092592592592593,308.3,0.8518518518518519
12851,24,Female,62.9,1.73,199.0,162.0,76.0,0.8,Strength,28.0,3.5,2,0,21.1,6.0,0.6991869918699187,4.195121951219512,211.1,0.6991869918699187
12852,29,Female,70.6,1.65,194.0,174.0,61.0,1.12,HIIT,8.0,3.2,7,3,26.0,9.5,0.849624060150376,8.071428571428571,638.2,0.849624060150376
12853,42,Male,63.4,1.72,174.0,143.0,69.0,1.12,Strength,23.6,4.4,3,0,21.5,6.0,0.7047619047619048,4.228571428571429,300.3,0.7047619047619048
12854,20,Male,76.6,1.64,199.0,134.0,55.0,1.1,Yoga,8.7,3.9,7,3,28.6,3.0,0.5486111111111112,1.6458333333333337,138.7,0.5486111111111112
12855,43,Male,73.3,1.8,175.0,126.0,67.0,0.64,Yoga,23.3,3.7,2,0,22.5,3.0,0.5462962962962963,1.6388888888888888,76.9,0.5462962962962963
12856,21,Male,91.4,1.9,194.0,141.0,75.0,0.31,Yoga,21.6,3.3,2,0,25.3,3.0,0.5546218487394958,1.6638655462184877,47.1,0.5546218487394958
12857,59,Male,70.0,1.64,162.0,127.0,63.0,1.03,Cardio,9.7,3.5,4,2,26.0,7.0,0.6464646464646465,4.525252525252526,326.3,0.6464646464646465
12858,53,Male,90.0,1.73,158.0,128.0,59.0,0.96,Strength,9.8,4.1,7,2,30.1,6.0,0.696969696969697,4.181818181818182,361.3,0.696969696969697
12859,32,Female,62.5,1.72,183.0,155.0,71.0,1.01,Mixed,22.8,4.5,4,2,21.1,8.0,0.75,6.0,378.8,0.75
12860,49,Female,73.9,1.69,165.0,152.0,77.0,0.61,HIIT,30.4,2.5,3,0,25.8,9.5,0.8522727272727273,8.09659090909091,365.0,0.8522727272727273
12861,46,Male,61.6,1.75,169.0,136.0,56.0,1.44,Strength,8.4,4.1,6,3,20.2,6.0,0.7079646017699115,4.2477876106194685,376.8,0.7079646017699115
12862,27,Male,92.2,1.73,188.0,154.0,76.0,0.77,Strength,23.3,3.2,2,0,30.9,6.0,0.6964285714285714,4.178571428571429,296.7,0.6964285714285714
12863,38,Female,52.9,1.63,174.0,129.0,74.0,0.59,Yoga,27.4,3.9,3,0,19.8,3.0,0.55,1.65,51.5,0.55
12864,33,Male,83.8,1.81,186.0,142.0,62.0,0.64,Cardio,25.3,3.0,4,1,25.5,7.0,0.6451612903225806,4.516129032258064,242.2,0.6451612903225806
12865,36,Male,87.4,1.7,182.0,150.0,76.0,0.45,Strength,27.4,2.5,2,0,30.2,6.0,0.6981132075471698,4.188679245283018,164.7,0.6981132075471698
12866,46,Female,51.8,1.64,174.0,140.0,78.0,0.77,Cardio,20.9,3.0,5,1,19.2,7.0,0.6458333333333334,4.520833333333334,180.3,0.6458333333333334
12867,35,Female,95.2,1.9,186.0,148.0,77.0,0.55,Cardio,22.4,2.7,5,1,26.4,7.0,0.6513761467889908,4.559633027522936,238.7,0.6513761467889908
12868,33,Male,55.8,1.67,189.0,144.0,61.0,1.1,Cardio,11.4,3.3,7,3,20.0,7.0,0.6484375,4.5390625,278.6,0.6484375
12869,18,Male,96.9,1.71,198.0,178.0,68.0,0.88,HIIT,29.6,3.6,3,1,33.3,9.5,0.8461538461538461,8.038461538461538,685.5,0.8461538461538461
12870,19,Female,51.9,1.7,201.0,163.0,73.0,0.74,Strength,15.2,3.1,5,1,18.0,6.0,0.703125,4.21875,162.0,0.703125
12871,32,Male,50.0,1.67,187.0,133.0,66.0,0.73,Yoga,18.4,3.4,6,2,18.0,3.0,0.5537190082644629,1.6611570247933884,60.6,0.5537190082644629
12872,56,Female,58.1,1.72,163.0,137.0,74.0,0.36,Strength,27.6,3.3,3,0,19.5,6.0,0.7078651685393258,4.247191011235955,88.8,0.7078651685393258
12873,45,Female,50.0,1.6,173.0,140.0,79.0,0.86,Cardio,26.6,2.8,4,1,19.6,7.0,0.648936170212766,4.542553191489362,195.3,0.648936170212766
12874,18,Male,78.9,1.74,198.0,160.0,73.0,0.61,Strength,18.7,3.2,2,0,26.1,6.0,0.696,4.176,201.0,0.696
12875,22,Female,70.6,1.5,197.0,144.0,80.0,0.82,Yoga,27.8,3.8,3,0,31.2,3.0,0.5470085470085471,1.6410256410256412,95.0,0.5470085470085471
12876,59,Female,68.8,1.55,159.0,119.0,71.0,0.42,Yoga,26.9,4.0,4,1,28.6,3.0,0.5454545454545454,1.6363636363636362,47.3,0.5454545454545454
12877,39,Female,86.5,1.86,182.0,142.0,66.0,1.27,Cardio,18.5,3.4,5,2,24.9,7.0,0.6551724137931034,4.586206896551724,503.8,0.6551724137931034
12878,53,Male,58.1,1.55,172.0,124.0,67.0,0.73,Yoga,24.7,3.3,2,0,24.0,3.0,0.5428571428571428,1.6285714285714286,69.1,0.5428571428571428
12879,30,Male,47.5,1.48,185.0,145.0,71.0,0.83,Cardio,16.5,3.2,6,2,21.6,7.0,0.6491228070175439,4.543859649122807,179.1,0.6491228070175439
12880,18,Male,62.0,1.56,199.0,159.0,64.0,1.39,Strength,8.1,3.7,7,3,25.6,6.0,0.7037037037037037,4.222222222222222,363.9,0.7037037037037037
12881,33,Female,79.6,1.85,199.0,168.0,76.0,0.61,Mixed,27.6,3.7,3,0,23.2,8.0,0.7479674796747967,5.983739837398374,290.5,0.7479674796747967
12882,58,Female,55.8,1.5,153.0,128.0,70.0,0.85,Strength,21.8,3.6,7,2,24.8,6.0,0.6987951807228916,4.19277108433735,198.9,0.6987951807228916
12883,39,Male,52.8,1.58,173.0,149.0,77.0,0.48,Mixed,28.2,3.8,3,0,21.0,8.0,0.75,6.0,152.1,0.75
12884,49,Female,45.2,1.53,176.0,142.0,64.0,1.16,Strength,26.9,4.0,3,1,19.2,6.0,0.6964285714285714,4.178571428571429,219.1,0.6964285714285714
12885,33,Female,65.8,1.65,197.0,135.0,60.0,1.03,Yoga,24.0,4.2,7,2,24.1,3.0,0.5474452554744526,1.6423357664233578,111.3,0.5474452554744526
12886,32,Male,64.3,1.64,195.0,158.0,70.0,0.51,Strength,17.7,4.1,4,1,24.0,6.0,0.704,4.224,138.5,0.704
12887,59,Female,57.6,1.63,163.0,134.0,67.0,0.61,Strength,35.3,3.0,3,0,21.6,6.0,0.6979166666666666,4.1875,147.1,0.6979166666666666
12888,29,Female,72.9,1.87,189.0,155.0,76.0,1.18,Strength,31.7,4.1,4,1,20.9,6.0,0.6991150442477876,4.1946902654867255,360.8,0.6991150442477876
12889,18,Female,63.8,1.56,201.0,180.0,64.0,0.91,HIIT,15.1,3.1,6,2,26.2,9.5,0.8467153284671532,8.043795620437956,467.0,0.8467153284671532
12890,34,Female,72.0,1.67,188.0,171.0,76.0,0.62,HIIT,26.5,3.2,2,0,25.8,9.5,0.8482142857142857,8.058035714285714,359.7,0.8482142857142857
12891,58,Female,92.5,1.71,167.0,143.0,70.0,0.64,Mixed,26.6,4.4,2,0,31.5,8.0,0.7525773195876289,6.020618556701031,356.4,0.7525773195876289
12892,45,Female,73.9,1.58,178.0,161.0,68.0,1.18,HIIT,18.4,4.0,7,2,29.5,9.5,0.8454545454545455,8.031818181818181,700.4,0.8454545454545455
12893,24,Male,57.4,1.73,186.0,169.0,74.0,0.63,HIIT,22.2,3.3,3,0,19.2,9.5,0.8482142857142857,8.058035714285714,291.4,0.8482142857142857
12894,26,Male,62.5,1.64,188.0,134.0,68.0,0.92,Yoga,21.8,4.0,3,1,23.2,3.0,0.55,1.65,94.9,0.55
12895,39,Female,54.7,1.72,182.0,137.0,82.0,0.89,Yoga,21.7,3.8,3,0,18.5,3.0,0.55,1.65,80.3,0.55
12896,43,Male,50.2,1.67,170.0,148.0,82.0,0.49,Mixed,26.3,3.2,2,0,18.0,8.0,0.75,6.0,147.6,0.75
12897,29,Male,71.3,1.47,181.0,133.0,74.0,1.01,Yoga,19.4,4.2,5,1,32.8,3.0,0.5514018691588785,1.6542056074766354,119.1,0.5514018691588785
12898,24,Male,98.1,1.81,200.0,168.0,71.0,1.04,Mixed,23.3,4.7,3,1,29.9,8.0,0.751937984496124,6.015503875968992,613.7,0.751937984496124
12899,32,Female,76.5,1.89,189.0,137.0,72.0,0.38,Yoga,32.5,3.4,2,0,21.5,3.0,0.5555555555555556,1.6666666666666667,48.4,0.5555555555555556
12900,55,Male,80.1,1.66,173.0,147.0,69.0,0.65,Mixed,15.4,4.1,3,1,29.0,8.0,0.75,6.0,312.4,0.75
12901,38,Female,74.8,1.59,187.0,157.0,68.0,1.21,Mixed,22.3,4.6,4,1,29.6,8.0,0.7478991596638656,5.983193277310924,541.5,0.7478991596638656
12902,31,Male,60.3,1.83,186.0,150.0,67.0,1.03,Strength,18.4,3.7,4,2,18.0,6.0,0.6974789915966386,4.184873949579831,259.9,0.6974789915966386
12903,19,Male,95.7,1.87,202.0,167.0,60.0,1.21,Mixed,8.2,4.7,6,3,27.4,8.0,0.7535211267605634,6.028169014084507,698.0,0.7535211267605634
12904,25,Female,60.9,1.66,191.0,160.0,65.0,0.89,Mixed,18.1,4.4,5,2,22.0,8.0,0.753968253968254,6.031746031746032,326.9,0.753968253968254
12905,23,Male,70.2,1.66,189.0,162.0,83.0,0.55,Mixed,26.5,4.1,3,0,25.5,8.0,0.7452830188679245,5.962264150943396,230.2,0.7452830188679245
12906,54,Female,97.8,1.67,172.0,140.0,81.0,0.59,Cardio,36.0,2.7,2,0,34.95,7.0,0.6483516483516484,4.538461538461538,261.9,0.6483516483516484
12907,54,Male,69.4,1.51,165.0,140.0,66.0,0.82,Mixed,22.3,4.6,3,1,30.3,8.0,0.7474747474747475,5.97979797979798,340.3,0.7474747474747475
12908,50,Male,64.0,1.65,177.0,142.0,61.0,0.82,Strength,16.1,3.4,7,3,23.5,6.0,0.6982758620689655,4.189655172413794,219.9,0.6982758620689655
12909,58,Male,101.8,1.85,163.0,131.0,71.0,0.49,Cardio,24.3,3.3,2,0,29.7,7.0,0.6521739130434783,4.565217391304348,227.7,0.6521739130434783
12910,23,Male,49.8,1.66,198.0,158.0,63.0,0.97,Strength,8.9,3.4,7,3,18.0,6.0,0.7037037037037037,4.222222222222222,204.0,0.7037037037037037
12911,43,Female,64.6,1.58,180.0,151.0,85.0,0.44,Strength,20.0,3.1,2,0,26.0,6.0,0.6947368421052632,4.16842105263158,118.5,0.6947368421052632
12912,56,Female,78.1,1.73,163.0,136.0,73.0,0.86,Strength,31.1,3.5,2,0,26.1,6.0,0.7,4.199999999999999,282.1,0.7
12913,58,Male,69.8,1.61,161.0,117.0,64.0,1.07,Yoga,11.8,4.3,7,3,26.8,3.0,0.5463917525773195,1.6391752577319587,122.4,0.5463917525773195
12914,54,Female,61.5,1.67,167.0,146.0,83.0,0.95,Mixed,25.6,4.6,2,0,22.0,8.0,0.75,6.0,350.6,0.75
12915,31,Male,61.6,1.55,195.0,139.0,69.0,0.65,Yoga,17.2,3.9,5,1,25.5,3.0,0.5555555555555556,1.6666666666666667,66.7,0.5555555555555556
12916,54,Female,68.1,1.58,169.0,141.0,77.0,0.85,Strength,26.0,3.7,3,0,27.4,6.0,0.6956521739130435,4.173913043478261,241.6,0.6956521739130435
12917,25,Female,55.4,1.75,195.0,167.0,84.0,0.86,Mixed,33.3,4.3,2,0,18.0,8.0,0.7477477477477478,5.981981981981982,285.0,0.7477477477477478
12918,56,Female,65.1,1.69,162.0,133.0,65.0,0.95,Strength,28.0,4.1,4,1,22.7,6.0,0.7010309278350515,4.2061855670103085,260.1,0.7010309278350515
12919,30,Male,52.3,1.6,189.0,129.0,55.0,1.37,Yoga,11.9,4.5,7,3,20.4,3.0,0.5522388059701493,1.656716417910448,118.7,0.5522388059701493
12920,30,Female,76.3,1.69,186.0,167.0,59.0,0.67,HIIT,25.3,3.0,5,2,26.6,9.5,0.8503937007874016,8.078740157480315,413.0,0.8503937007874016
12921,57,Female,77.4,1.62,158.0,129.0,74.0,0.7,Cardio,21.7,3.3,4,1,29.5,7.0,0.6547619047619048,4.583333333333333,248.3,0.6547619047619048
12922,45,Male,55.3,1.6,174.0,140.0,60.0,0.58,Strength,20.6,3.0,6,2,21.6,6.0,0.7017543859649122,4.2105263157894735,135.0,0.7017543859649122
12923,35,Male,63.4,1.8,185.0,137.0,78.0,0.7,Yoga,28.8,3.8,2,0,19.6,3.0,0.5514018691588785,1.6542056074766354,73.4,0.5514018691588785
