Unnamed: 0,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),HR_Reserve_Ratio,Cluster
12815,49,Female,92.0,1.87,171.0,134.0,66.0,1.07,Cardio,26.6,3.2,3,1,26.4,7.0,0.6476190476190476,4.533333333333333,446.3,0.6476190476190476,1
12816,19,Female,82.8,1.75,205.0,186.0,76.0,0.4,HIIT,23.3,2.8,4,1,27.0,9.5,0.8527131782945736,8.10077519379845,268.3,0.8527131782945736,1
12817,49,Female,51.6,1.69,167.0,145.0,77.0,0.45,Mixed,21.4,3.9,3,0,18.1,8.0,0.7555555555555555,6.044444444444444,140.4,0.7555555555555555,1
12818,26,Male,73.5,1.59,203.0,165.0,76.0,0.39,Strength,20.7,3.1,3,0,29.1,6.0,0.7007874015748031,4.2047244094488185,120.5,0.7007874015748031,1
12819,47,Female,57.3,1.64,172.0,147.0,75.0,0.79,Mixed,22.9,4.1,3,1,21.4,8.0,0.7422680412371134,5.938144329896907,268.8,0.7422680412371134,1
12820,37,Male,65.8,1.74,179.0,163.0,73.0,0.58,HIIT,23.9,3.4,2,0,21.7,9.5,0.8490566037735849,8.066037735849058,307.8,0.8490566037735849,1
12821,55,Male,76.2,1.74,158.0,139.0,81.0,0.8,Mixed,27.6,4.1,2,0,25.1,8.0,0.7532467532467533,6.025974025974026,367.3,0.7532467532467533,1
12822,18,Male,69.1,1.75,202.0,151.0,57.0,1.52,Cardio,8.4,3.8,5,3,22.7,7.0,0.6482758620689655,4.537931034482758,476.6,0.6482758620689655,0
12823,22,Female,65.7,1.61,188.0,150.0,60.0,1.21,Strength,17.7,4.0,7,3,25.4,6.0,0.703125,4.21875,335.4,0.703125,0
12824,52,Male,66.0,1.59,164.0,136.0,70.0,0.75,Strength,20.5,3.2,3,0,26.2,6.0,0.7021276595744681,4.212765957446809,208.5,0.7021276595744681,1
12825,53,Male,60.5,1.7,167.0,119.0,59.0,0.33,Yoga,15.3,3.2,7,2,20.9,3.0,0.5555555555555556,1.6666666666666667,33.3,0.5555555555555556,0
12826,18,Male,71.8,1.76,195.0,133.0,58.0,1.2,Yoga,14.1,4.3,6,3,23.3,3.0,0.5474452554744526,1.6423357664233578,141.5,0.5474452554744526,0
12827,31,Female,66.0,1.68,186.0,145.0,69.0,0.65,Cardio,28.5,3.0,4,1,23.4,7.0,0.6495726495726496,4.547008547008547,195.1,0.6495726495726496,1
12828,26,Male,93.0,1.83,194.0,142.0,78.0,0.47,Yoga,20.9,4.0,2,0,27.8,3.0,0.5517241379310345,1.6551724137931034,72.3,0.5517241379310345,1
12829,47,Female,62.7,1.68,167.0,124.0,72.0,0.32,Yoga,27.6,3.3,2,0,22.1,3.0,0.5473684210526316,1.642105263157895,32.9,0.5473684210526316,1
12830,41,Male,62.0,1.68,182.0,146.0,78.0,0.47,Cardio,26.4,2.4,3,0,22.0,7.0,0.6538461538461539,4.576923076923077,133.4,0.6538461538461539,1
12831,21,Male,60.8,1.75,204.0,169.0,63.0,1.02,Mixed,15.0,3.9,4,2,19.9,8.0,0.75177304964539,6.01418439716312,373.0,0.75177304964539,0
12832,31,Female,66.1,1.8,184.0,155.0,68.0,0.76,Mixed,17.3,4.4,5,1,20.4,8.0,0.75,6.0,301.4,0.75,0
12833,42,Female,44.4,1.55,177.0,161.0,68.0,0.84,HIIT,18.4,3.4,5,2,18.6,9.5,0.8532110091743119,8.105504587155963,302.3,0.8532110091743119,0
12834,21,Male,52.1,1.57,198.0,159.0,67.0,1.06,Strength,21.5,4.0,5,1,21.2,6.0,0.7022900763358778,4.213740458015267,232.7,0.7022900763358778,0
12835,42,Female,82.6,1.65,180.0,155.0,79.0,1.0,Mixed,22.2,4.8,3,1,30.4,8.0,0.7524752475247525,6.01980198019802,497.2,0.7524752475247525,1
12836,27,Male,96.6,1.9,192.0,151.0,77.0,0.72,Cardio,20.1,2.7,2,0,26.8,7.0,0.6434782608695652,4.504347826086956,313.3,0.6434782608695652,1
12837,52,Male,79.6,1.65,164.0,136.0,68.0,0.52,Strength,27.9,3.6,2,0,29.1,6.0,0.7083333333333334,4.25,175.9,0.7083333333333334,1
12838,24,Female,56.2,1.67,191.0,172.0,64.0,0.93,HIIT,16.4,3.4,7,2,20.2,9.5,0.8503937007874016,8.078740157480315,422.2,0.8503937007874016,0
12839,59,Female,54.6,1.74,165.0,134.0,62.0,0.68,Strength,18.5,2.6,7,2,18.0,6.0,0.6990291262135923,4.194174757281553,155.7,0.6990291262135923,0
12840,30,Female,79.8,1.78,187.0,133.0,67.0,0.7,Yoga,27.9,3.7,3,0,25.3,3.0,0.55,1.65,92.2,0.55,1
12841,21,Male,90.5,1.7,195.0,155.0,80.0,0.63,Cardio,23.9,2.8,3,0,31.4,7.0,0.6521739130434783,4.565217391304348,260.3,0.6521739130434783,1
12842,53,Male,71.2,1.8,172.0,157.0,70.0,1.05,HIIT,17.4,3.6,6,2,22.1,9.5,0.8529411764705882,8.102941176470589,605.8,0.8529411764705882,0
12843,31,Male,59.4,1.56,190.0,172.0,71.0,0.76,HIIT,25.8,3.9,3,0,24.4,9.5,0.8487394957983193,8.063025210084033,364.0,0.8487394957983193,1
12844,35,Female,46.3,1.6,180.0,164.0,74.0,0.95,HIIT,24.7,3.6,5,1,18.0,9.5,0.8490566037735849,8.066037735849058,354.8,0.8490566037735849,1
12845,25,Female,77.8,1.8,194.0,152.0,74.0,0.87,Cardio,19.7,3.2,4,1,24.1,7.0,0.65,4.55,308.0,0.65,1
12846,49,Female,66.4,1.68,166.0,151.0,65.0,0.73,HIIT,20.0,3.3,6,2,23.5,9.5,0.8514851485148515,8.089108910891088,392.1,0.8514851485148515,0
12847,44,Male,43.5,1.55,170.0,129.0,80.0,0.71,Yoga,14.4,3.8,2,0,18.0,3.0,0.5444444444444444,1.6333333333333333,50.4,0.5444444444444444,1
12848,59,Female,47.6,1.55,158.0,115.0,61.0,1.22,Yoga,12.0,3.7,7,3,19.9,3.0,0.5567010309278351,1.6701030927835052,97.0,0.5567010309278351,0
12849,54,Female,49.9,1.6,165.0,144.0,81.0,0.48,Mixed,31.5,3.6,2,0,19.5,8.0,0.75,6.0,143.7,0.75,1
12850,40,Male,50.8,1.68,177.0,161.0,69.0,0.75,HIIT,21.9,3.4,3,0,18.0,9.5,0.8518518518518519,8.092592592592593,308.3,0.8518518518518519,1
12851,24,Female,62.9,1.73,199.0,162.0,76.0,0.8,Strength,28.0,3.5,2,0,21.1,6.0,0.6991869918699187,4.195121951219512,211.1,0.6991869918699187,1
12852,29,Female,70.6,1.65,194.0,174.0,61.0,1.12,HIIT,8.0,3.2,7,3,26.0,9.5,0.849624060150376,8.071428571428571,638.2,0.849624060150376,0
12853,42,Male,63.4,1.72,174.0,143.0,69.0,1.12,Strength,23.6,4.4,3,0,21.5,6.0,0.7047619047619048,4.228571428571429,300.3,0.7047619047619048,1
12854,20,Male,76.6,1.64,199.0,134.0,55.0,1.1,Yoga,8.7,3.9,7,3,28.6,3.0,0.5486111111111112,1.6458333333333337,138.7,0.5486111111111112,0
12855,43,Male,73.3,1.8,175.0,126.0,67.0,0.64,Yoga,23.3,3.7,2,0,22.5,3.0,0.5462962962962963,1.6388888888888888,76.9,0.5462962962962963,1
12856,21,Male,91.4,1.9,194.0,141.0,75.0,0.31,Yoga,21.6,3.3,2,0,25.3,3.0,0.5546218487394958,1.6638655462184877,47.1,0.5546218487394958,1
12857,59,Male,70.0,1.64,162.0,127.0,63.0,1.03,Cardio,9.7,3.5,4,2,26.0,7.0,0.6464646464646465,4.525252525252526,326.3,0.6464646464646465,0
12858,53,Male,90.0,1.73,158.0,128.0,59.0,0.96,Strength,9.8,4.1,7,2,30.1,6.0,0.696969696969697,4.181818181818182,361.3,0.696969696969697,0
12859,32,Female,62.5,1.72,183.0,155.0,71.0,1.01,Mixed,22.8,4.5,4,2,21.1,8.0,0.75,6.0,378.8,0.75,0
12860,49,Female,73.9,1.69,165.0,152.0,77.0,0.61,HIIT,30.4,2.5,3,0,25.8,9.5,0.8522727272727273,8.09659090909091,365.0,0.8522727272727273,1
12861,46,Male,61.6,1.75,169.0,136.0,56.0,1.44,Strength,8.4,4.1,6,3,20.2,6.0,0.7079646017699115,4.2477876106194685,376.8,0.7079646017699115,0
12862,27,Male,92.2,1.73,188.0,154.0,76.0,0.77,Strength,23.3,3.2,2,0,30.9,6.0,0.6964285714285714,4.178571428571429,296.7,0.6964285714285714,1
12863,38,Female,52.9,1.63,174.0,129.0,74.0,0.59,Yoga,27.4,3.9,3,0,19.8,3.0,0.55,1.65,51.5,0.55,1
12864,33,Male,83.8,1.81,186.0,142.0,62.0,0.64,Cardio,25.3,3.0,4,1,25.5,7.0,0.6451612903225806,4.516129032258064,242.2,0.6451612903225806,1
12865,36,Male,87.4,1.7,182.0,150.0,76.0,0.45,Strength,27.4,2.5,2,0,30.2,6.0,0.6981132075471698,4.188679245283018,164.7,0.6981132075471698,1
12866,46,Female,51.8,1.64,174.0,140.0,78.0,0.77,Cardio,20.9,3.0,5,1,19.2,7.0,0.6458333333333334,4.520833333333334,180.3,0.6458333333333334,1
12867,35,Female,95.2,1.9,186.0,148.0,77.0,0.55,Cardio,22.4,2.7,5,1,26.4,7.0,0.6513761467889908,4.559633027522936,238.7,0.6513761467889908,1
12868,33,Male,55.8,1.67,189.0,144.0,61.0,1.1,Cardio,11.4,3.3,7,3,20.0,7.0,0.6484375,4.5390625,278.6,0.6484375,0
12869,18,Male,96.9,1.71,198.0,178.0,68.0,0.88,HIIT,29.6,3.6,3,1,33.3,9.5,0.8461538461538461,8.038461538461538,685.5,0.8461538461538461,1
12870,19,Female,51.9,1.7,201.0,163.0,73.0,0.74,Strength,15.2,3.1,5,1,18.0,6.0,0.703125,4.21875,162.0,0.703125,1
12871,32,Male,50.0,1.67,187.0,133.0,66.0,0.73,Yoga,18.4,3.4,6,2,18.0,3.0,0.5537190082644629,1.6611570247933884,60.6,0.5537190082644629,0
12872,56,Female,58.1,1.72,163.0,137.0,74.0,0.36,Strength,27.6,3.3,3,0,19.5,6.0,0.7078651685393258,4.247191011235955,88.8,0.7078651685393258,1
12873,45,Female,50.0,1.6,173.0,140.0,79.0,0.86,Cardio,26.6,2.8,4,1,19.6,7.0,0.648936170212766,4.542553191489362,195.3,0.648936170212766,1
12874,18,Male,78.9,1.74,198.0,160.0,73.0,0.61,Strength,18.7,3.2,2,0,26.1,6.0,0.696,4.176,201.0,0.696,1
12875,22,Female,70.6,1.5,197.0,144.0,80.0,0.82,Yoga,27.8,3.8,3,0,31.2,3.0,0.5470085470085471,1.6410256410256412,95.0,0.5470085470085471,1
12876,59,Female,68.8,1.55,159.0,119.0,71.0,0.42,Yoga,26.9,4.0,4,1,28.6,3.0,0.5454545454545454,1.6363636363636362,47.3,0.5454545454545454,1
12877,39,Female,86.5,1.86,182.0,142.0,66.0,1.27,Cardio,18.5,3.4,5,2,24.9,7.0,0.6551724137931034,4.586206896551724,503.8,0.6551724137931034,0
12878,53,Male,58.1,1.55,172.0,124.0,67.0,0.73,Yoga,24.7,3.3,2,0,24.0,3.0,0.5428571428571428,1.6285714285714286,69.1,0.5428571428571428,1
12879,30,Male,47.5,1.48,185.0,145.0,71.0,0.83,Cardio,16.5,3.2,6,2,21.6,7.0,0.6491228070175439,4.543859649122807,179.1,0.6491228070175439,0
12880,18,Male,62.0,1.56,199.0,159.0,64.0,1.39,Strength,8.1,3.7,7,3,25.6,6.0,0.7037037037037037,4.222222222222222,363.9,0.7037037037037037,0
12881,33,Female,79.6,1.85,199.0,168.0,76.0,0.61,Mixed,27.6,3.7,3,0,23.2,8.0,0.7479674796747967,5.983739837398374,290.5,0.7479674796747967,1
12882,58,Female,55.8,1.5,153.0,128.0,70.0,0.85,Strength,21.8,3.6,7,2,24.8,6.0,0.6987951807228916,4.19277108433735,198.9,0.6987951807228916,0
12883,39,Male,52.8,1.58,173.0,149.0,77.0,0.48,Mixed,28.2,3.8,3,0,21.0,8.0,0.75,6.0,152.1,0.75,1
12884,49,Female,45.2,1.53,176.0,142.0,64.0,1.16,Strength,26.9,4.0,3,1,19.2,6.0,0.6964285714285714,4.178571428571429,219.1,0.6964285714285714,1
12885,33,Female,65.8,1.65,197.0,135.0,60.0,1.03,Yoga,24.0,4.2,7,2,24.1,3.0,0.5474452554744526,1.6423357664233578,111.3,0.5474452554744526,0
12886,32,Male,64.3,1.64,195.0,158.0,70.0,0.51,Strength,17.7,4.1,4,1,24.0,6.0,0.704,4.224,138.5,0.704,1
12887,59,Female,57.6,1.63,163.0,134.0,67.0,0.61,Strength,35.3,3.0,3,0,21.6,6.0,0.6979166666666666,4.1875,147.1,0.6979166666666666,1
12888,29,Female,72.9,1.87,189.0,155.0,76.0,1.18,Strength,31.7,4.1,4,1,20.9,6.0,0.6991150442477876,4.1946902654867255,360.8,0.6991150442477876,1
12889,18,Female,63.8,1.56,201.0,180.0,64.0,0.91,HIIT,15.1,3.1,6,2,26.2,9.5,0.8467153284671532,8.043795620437956,467.0,0.8467153284671532,0
12890,34,Female,72.0,1.67,188.0,171.0,76.0,0.62,HIIT,26.5,3.2,2,0,25.8,9.5,0.8482142857142857,8.058035714285714,359.7,0.8482142857142857,1
12891,58,Female,92.5,1.71,167.0,143.0,70.0,0.64,Mixed,26.6,4.4,2,0,31.5,8.0,0.7525773195876289,6.020618556701031,356.4,0.7525773195876289,1
12892,45,Female,73.9,1.58,178.0,161.0,68.0,1.18,HIIT,18.4,4.0,7,2,29.5,9.5,0.8454545454545455,8.031818181818181,700.4,0.8454545454545455,0
12893,24,Male,57.4,1.73,186.0,169.0,74.0,0.63,HIIT,22.2,3.3,3,0,19.2,9.5,0.8482142857142857,8.058035714285714,291.4,0.8482142857142857,1
12894,26,Male,62.5,1.64,188.0,134.0,68.0,0.92,Yoga,21.8,4.0,3,1,23.2,3.0,0.55,1.65,94.9,0.55,1
12895,39,Female,54.7,1.72,182.0,137.0,82.0,0.89,Yoga,21.7,3.8,3,0,18.5,3.0,0.55,1.65,80.3,0.55,1
12896,43,Male,50.2,1.67,170.0,148.0,82.0,0.49,Mixed,26.3,3.2,2,0,18.0,8.0,0.75,6.0,147.6,0.75,1
12897,29,Male,71.3,1.47,181.0,133.0,74.0,1.01,Yoga,19.4,4.2,5,1,32.8,3.0,0.5514018691588785,1.6542056074766354,119.1,0.5514018691588785,0
12898,24,Male,98.1,1.81,200.0,168.0,71.0,1.04,Mixed,23.3,4.7,3,1,29.9,8.0,0.751937984496124,6.015503875968992,613.7,0.751937984496124,1
12899,32,Female,76.5,1.89,189.0,137.0,72.0,0.38,Yoga,32.5,3.4,2,0,21.5,3.0,0.5555555555555556,1.6666666666666667,48.4,0.5555555555555556,1
12900,55,Male,80.1,1.66,173.0,147.0,69.0,0.65,Mixed,15.4,4.1,3,1,29.0,8.0,0.75,6.0,312.4,0.75,1
12901,38,Female,74.8,1.59,187.0,157.0,68.0,1.21,Mixed,22.3,4.6,4,1,29.6,8.0,0.7478991596638656,5.983193277310924,541.5,0.7478991596638656,0
12902,31,Male,60.3,1.83,186.0,150.0,67.0,1.03,Strength,18.4,3.7,4,2,18.0,6.0,0.6974789915966386,4.184873949579831,259.9,0.6974789915966386,0
12903,19,Male,95.7,1.87,202.0,167.0,60.0,1.21,Mixed,8.2,4.7,6,3,27.4,8.0,0.7535211267605634,6.028169014084507,698.0,0.7535211267605634,0
12904,25,Female,60.9,1.66,191.0,160.0,65.0,0.89,Mixed,18.1,4.4,5,2,22.0,8.0,0.753968253968254,6.031746031746032,326.9,0.753968253968254,0
12905,23,Male,70.2,1.66,189.0,162.0,83.0,0.55,Mixed,26.5,4.1,3,0,25.5,8.0,0.7452830188679245,5.962264150943396,230.2,0.7452830188679245,1
12906,54,Female,97.8,1.67,172.0,140.0,81.0,0.59,Cardio,36.0,2.7,2,0,34.95,7.0,0.6483516483516484,4.538461538461538,261.9,0.6483516483516484,1
12907,54,Male,69.4,1.51,165.0,140.0,66.0,0.82,Mixed,22.3,4.6,3,1,30.3,8.0,0.7474747474747475,5.97979797979798,340.3,0.7474747474747475,1
12908,50,Male,64.0,1.65,177.0,142.0,61.0,0.82,Strength,16.1,3.4,7,3,23.5,6.0,0.6982758620689655,4.189655172413794,219.9,0.6982758620689655,0
12909,58,Male,101.8,1.85,163.0,131.0,71.0,0.49,Cardio,24.3,3.3,2,0,29.7,7.0,0.6521739130434783,4.565217391304348,227.7,0.6521739130434783,1
12910,23,Male,49.8,1.66,198.0,158.0,63.0,0.97,Strength,8.9,3.4,7,3,18.0,6.0,0.7037037037037037,4.222222222222222,204.0,0.7037037037037037,0
12911,43,Female,64.6,1.58,180.0,151.0,85.0,0.44,Strength,20.0,3.1,2,0,26.0,6.0,0.6947368421052632,4.16842105263158,118.5,0.6947368421052632,1
12912,56,Female,78.1,1.73,163.0,136.0,73.0,0.86,Strength,31.1,3.5,2,0,26.1,6.0,0.7,4.199999999999999,282.1,0.7,1
12913,58,Male,69.8,1.61,161.0,117.0,64.0,1.07,Yoga,11.8,4.3,7,3,26.8,3.0,0.5463917525773195,1.6391752577319587,122.4,0.5463917525773195,0
12914,54,Female,61.5,1.67,167.0,146.0,83.0,0.95,Mixed,25.6,4.6,2,0,22.0,8.0,0.75,6.0,350.6,0.75,1
12915,31,Male,61.6,1.55,195.0,139.0,69.0,0.65,Yoga,17.2,3.9,5,1,25.5,3.0,0.5555555555555556,1.6666666666666667,66.7,0.5555555555555556,0
12916,54,Female,68.1,1.58,169.0,141.0,77.0,0.85,Strength,26.0,3.7,3,0,27.4,6.0,0.6956521739130435,4.173913043478261,241.6,0.6956521739130435,1
12917,25,Female,55.4,1.75,195.0,167.0,84.0,0.86,Mixed,33.3,4.3,2,0,18.0,8.0,0.7477477477477478,5.981981981981982,285.0,0.7477477477477478,1
12918,56,Female,65.1,1.69,162.0,133.0,65.0,0.95,Strength,28.0,4.1,4,1,22.7,6.0,0.7010309278350515,4.2061855670103085,260.1,0.7010309278350515,1
12919,30,Male,52.3,1.6,189.0,129.0,55.0,1.37,Yoga,11.9,4.5,7,3,20.4,3.0,0.5522388059701493,1.656716417910448,118.7,0.5522388059701493,0
12920,30,Female,76.3,1.69,186.0,167.0,59.0,0.67,HIIT,25.3,3.0,5,2,26.6,9.5,0.8503937007874016,8.078740157480315,413.0,0.8503937007874016,0
12921,57,Female,77.4,1.62,158.0,129.0,74.0,0.7,Cardio,21.7,3.3,4,1,29.5,7.0,0.6547619047619048,4.583333333333333,248.3,0.6547619047619048,1
12922,45,Male,55.3,1.6,174.0,140.0,60.0,0.58,Strength,20.6,3.0,6,2,21.6,6.0,0.7017543859649122,4.2105263157894735,135.0,0.7017543859649122,0
12923,35,Male,63.4,1.8,185.0,137.0,78.0,0.7,Yoga,28.8,3.8,2,0,19.6,3.0,0.5514018691588785,1.6542056074766354,73.4,0.5514018691588785,1
12924,36,Male,75.6,1.76,188.0,138.0,77.0,0.7,Yoga,18.0,3.6,5,1,24.5,3.0,0.5495495495495496,1.648648648648649,87.2,0.5495495495495496,1
12925,55,Female,54.6,1.68,159.0,136.0,67.0,0.45,Mixed,13.9,3.7,4,1,19.4,8.0,0.75,6.0,147.4,0.75,1
12926,49,Female,66.3,1.69,171.0,124.0,66.0,0.49,Yoga,21.8,3.4,3,1,23.1,3.0,0.5523809523809524,1.6571428571428573,53.8,0.5523809523809524,1
12927,39,Female,63.9,1.68,183.0,166.0,68.0,0.99,HIIT,21.6,3.1,5,2,22.7,9.5,0.8521739130434782,8.095652173913043,512.1,0.8521739130434782,0
12928,19,Female,78.7,1.73,196.0,160.0,75.0,0.51,Strength,29.4,2.6,2,0,26.3,6.0,0.7024793388429752,4.214876033057851,169.2,0.7024793388429752,1
12929,30,Female,64.7,1.6,188.0,155.0,58.0,0.87,Mixed,16.5,4.1,3,1,25.3,8.0,0.7461538461538462,5.969230769230769,336.0,0.7461538461538462,0
12930,40,Female,76.9,1.77,184.0,149.0,68.0,1.1,Strength,17.0,4.4,5,3,24.6,6.0,0.6982758620689655,4.189655172413794,354.4,0.6982758620689655,0
12931,42,Male,89.9,1.72,178.0,163.0,78.0,0.7,HIIT,19.9,3.4,3,0,30.5,9.5,0.85,8.075,508.2,0.85,1
12932,45,Female,68.6,1.65,165.0,142.0,73.0,0.37,Mixed,31.7,3.6,3,0,25.1,8.0,0.75,6.0,152.3,0.75,1
12933,28,Female,59.4,1.63,196.0,176.0,63.0,1.03,HIIT,19.2,3.4,7,2,22.3,9.5,0.849624060150376,8.071428571428571,493.8,0.849624060150376,0
12934,50,Female,71.0,1.76,170.0,125.0,69.0,1.17,Yoga,25.1,4.4,5,2,22.8,3.0,0.5544554455445545,1.6633663366336635,138.2,0.5544554455445545,0
12935,41,Male,58.1,1.66,171.0,157.0,75.0,0.83,HIIT,24.4,3.4,3,0,20.9,9.5,0.8541666666666666,8.114583333333332,391.3,0.8541666666666666,1
12936,19,Female,51.7,1.61,197.0,140.0,70.0,1.08,Yoga,23.8,5.1,4,1,19.9,3.0,0.5511811023622047,1.6535433070866143,92.3,0.5511811023622047,0
12937,47,Male,49.7,1.64,172.0,135.0,66.0,0.96,Cardio,11.0,3.3,6,2,18.4,7.0,0.6509433962264151,4.556603773584905,217.4,0.6509433962264151,0
12938,34,Female,88.1,1.76,188.0,158.0,71.0,0.33,Mixed,28.7,3.7,2,0,28.5,8.0,0.7435897435897436,5.948717948717949,172.9,0.7435897435897436,1
12939,57,Male,48.7,1.52,168.0,142.0,63.0,0.81,Mixed,22.0,4.2,5,2,21.1,8.0,0.7523809523809524,6.019047619047619,237.4,0.7523809523809524,0
12940,51,Male,68.3,1.64,164.0,133.0,74.0,0.49,Cardio,32.8,2.4,3,0,25.3,7.0,0.6555555555555556,4.588888888888889,153.6,0.6555555555555556,1
12941,55,Male,72.8,1.79,163.0,134.0,66.0,0.45,Strength,24.8,3.4,4,1,22.8,6.0,0.7010309278350515,4.2061855670103085,137.8,0.7010309278350515,1
12942,39,Female,66.1,1.66,185.0,150.0,66.0,0.68,Strength,18.8,3.7,5,2,23.9,6.0,0.7058823529411765,4.235294117647059,190.4,0.7058823529411765,0
12943,22,Male,83.4,1.71,203.0,144.0,72.0,0.69,Yoga,16.6,3.7,4,1,28.6,3.0,0.549618320610687,1.6488549618320612,94.9,0.549618320610687,1
12944,57,Female,79.0,1.79,161.0,142.0,83.0,0.44,Mixed,25.5,4.0,3,0,24.7,8.0,0.7564102564102564,6.051282051282051,210.3,0.7564102564102564,1
12945,33,Male,63.6,1.77,184.0,143.0,66.0,1.05,Cardio,22.4,3.5,3,1,20.3,7.0,0.652542372881356,4.567796610169491,305.0,0.652542372881356,1
12946,30,Female,58.2,1.64,192.0,142.0,79.0,0.36,Yoga,22.5,3.6,2,0,21.7,3.0,0.5575221238938053,1.672566371681416,35.0,0.5575221238938053,1
12947,43,Male,76.2,1.67,167.0,129.0,82.0,0.68,Yoga,27.8,4.0,2,0,27.4,3.0,0.5529411764705883,1.6588235294117648,86.0,0.5529411764705883,1
12948,48,Male,81.3,1.77,172.0,140.0,80.0,0.39,Cardio,26.9,2.1,2,0,25.9,7.0,0.6521739130434783,4.565217391304348,144.7,0.6521739130434783,1
12949,56,Female,87.1,1.77,164.0,141.0,73.0,0.62,Mixed,22.1,4.3,3,0,27.7,8.0,0.7472527472527473,5.978021978021978,322.8,0.7472527472527473,1
12950,40,Male,64.4,1.67,178.0,160.0,58.0,1.29,HIIT,15.0,3.8,6,3,23.0,9.5,0.85,8.075,670.8,0.85,0
12951,29,Female,51.6,1.67,193.0,175.0,73.0,0.76,HIIT,23.0,2.8,6,2,18.4,9.5,0.85,8.075,316.7,0.85,1
12952,31,Male,75.8,1.71,194.0,174.0,59.0,1.46,HIIT,18.2,4.0,7,3,26.0,9.5,0.8518518518518519,8.092592592592593,895.6,0.8518518518518519,0
12953,35,Male,82.5,1.82,180.0,133.0,75.0,0.59,Yoga,24.6,3.8,3,0,25.0,3.0,0.5523809523809524,1.6571428571428573,80.7,0.5523809523809524,1
12954,44,Female,80.2,1.79,172.0,125.0,68.0,0.76,Yoga,21.2,3.9,3,1,25.1,3.0,0.5480769230769231,1.6442307692307694,100.2,0.5480769230769231,1
12955,45,Female,56.5,1.75,178.0,148.0,79.0,0.6,Strength,24.8,3.7,2,0,18.5,6.0,0.696969696969697,4.181818181818182,141.8,0.696969696969697,1
12956,35,Female,53.0,1.57,178.0,126.0,63.0,0.72,Yoga,28.2,3.7,2,0,21.4,3.0,0.5478260869565217,1.643478260869565,62.7,0.5478260869565217,1
12957,33,Male,55.3,1.65,184.0,149.0,66.0,0.93,Strength,13.6,4.1,4,1,20.2,6.0,0.7033898305084746,4.220338983050848,217.0,0.7033898305084746,0
12958,33,Female,70.3,1.66,198.0,151.0,65.0,0.97,Cardio,26.0,2.9,3,1,25.6,7.0,0.6466165413533834,4.526315789473684,308.7,0.6466165413533834,1
12959,30,Female,85.4,1.82,191.0,153.0,83.0,0.59,Cardio,28.9,2.8,2,0,25.7,7.0,0.6481481481481481,4.537037037037037,228.6,0.6481481481481481,1
12960,46,Male,65.3,1.66,173.0,147.0,71.0,0.44,Mixed,15.3,3.4,4,1,23.8,8.0,0.7450980392156863,5.96078431372549,171.3,0.7450980392156863,1
12961,26,Female,90.8,1.81,185.0,158.0,74.0,0.98,Mixed,32.3,4.2,2,0,27.9,8.0,0.7567567567567568,6.054054054054054,538.7,0.7567567567567568,1
12962,43,Female,78.9,1.62,165.0,122.0,69.0,1.01,Yoga,26.1,4.0,5,1,30.0,3.0,0.5520833333333334,1.65625,132.0,0.5520833333333334,0
12963,45,Male,67.6,1.63,180.0,151.0,63.0,0.3,Mixed,18.8,3.5,5,1,25.4,8.0,0.7521367521367521,6.017094017094017,122.0,0.7521367521367521,1
12964,58,Male,79.7,1.73,156.0,134.0,82.0,0.47,Strength,17.3,3.1,3,0,26.7,6.0,0.7027027027027027,4.216216216216217,157.9,0.7027027027027027,1
12965,30,Male,73.7,1.84,190.0,148.0,68.0,0.63,Cardio,25.5,2.8,4,1,21.8,7.0,0.6557377049180327,4.590163934426229,213.1,0.6557377049180327,1
12966,53,Male,58.1,1.66,173.0,143.0,73.0,0.6,Strength,11.8,3.2,3,1,21.1,6.0,0.7,4.199999999999999,146.4,0.7,1
12967,26,Male,59.0,1.45,192.0,156.0,72.0,0.53,Strength,24.8,3.2,3,0,28.0,6.0,0.7,4.199999999999999,131.3,0.7,1
12968,31,Female,47.6,1.52,187.0,169.0,70.0,0.97,HIIT,26.1,3.3,3,1,20.5,9.5,0.8461538461538461,8.038461538461538,371.2,0.8461538461538461,1
12969,29,Male,78.3,1.71,194.0,162.0,65.0,0.64,Mixed,25.2,4.0,3,1,26.8,8.0,0.751937984496124,6.015503875968992,301.4,0.751937984496124,1
12970,49,Male,72.5,1.53,178.0,145.0,69.0,0.91,Strength,22.5,3.9,5,1,30.9,6.0,0.6972477064220184,4.18348623853211,276.0,0.6972477064220184,0
12971,55,Male,67.6,1.59,169.0,154.0,70.0,1.18,HIIT,15.3,3.9,7,2,26.6,9.5,0.8484848484848485,8.06060606060606,643.0,0.8484848484848485,0
12972,20,Female,66.9,1.68,205.0,147.0,76.0,0.8,Yoga,38.7,4.0,3,0,23.7,3.0,0.5503875968992248,1.6511627906976742,88.4,0.5503875968992248,1
12973,33,Female,39.2,1.45,175.0,158.0,62.0,1.36,HIIT,19.4,4.4,7,3,18.6,9.5,0.8495575221238938,8.070796460176991,430.3,0.8495575221238938,0
